Name,RMSD,TM_Score
length_125_2_29,0.5353786228182512,0.9789346343417802
length_125_6_27,0.5488238510308477,0.9789310466182156
length_125_1_89,0.4988479335462008,0.9786988388648176
length_125_0_3,0.5375706074826286,0.9784841190246758
length_125_4_42,0.5312315425868995,0.9782823312908394
length_125_8_89,0.5324885889878731,0.9782536231397824
length_125_7_13,0.7412206163268643,0.9627501219882152
length_125_3_73,0.9978134850722126,0.9338013830669004
length_125_5_64,1.1354155807936144,0.9197820472166724
length_130_5_3,0.4058525943847672,0.988382305964664
length_130_2_3,0.4409000339119408,0.98649313740321
length_130_9_74,0.448973851776722,0.9858435064654788
length_130_7_44,0.474136613934786,0.9848855022031444
length_130_6_46,0.4586469747432657,0.9847416155292854
length_130_3_37,0.4832978886302799,0.9838298453301052
length_130_8_45,0.520784166439605,0.980143167427344
length_130_0_15,0.5609198999931869,0.9769658955759242
length_130_4_9,0.6067032087334416,0.9753680738232668
length_130_1_54,0.9053773550766429,0.9423636875945748
length_135_3_8,0.4559421113699293,0.9860790489906356
length_135_6_39,0.4823474117824308,0.9845192864090472
length_135_2_45,0.5705873616082545,0.9767475642886332
length_135_5_73,0.5926393349919069,0.9764882048406472
length_135_4_41,0.6103222666439992,0.9734178224683412
length_135_8_37,0.6523053840986563,0.9728345821939862
length_135_7_61,0.6325798690936552,0.9676090042777676
length_135_0_42,0.7021677156644057,0.9650122026749044
length_135_9_44,0.923548588144816,0.9450733791579526
length_135_1_65,1.1039872790277088,0.930006549603857
length_140_3_40,0.5017967325161565,0.984355201804826
length_140_6_88,0.6019764091726666,0.975467455612908
length_140_2_39,0.7303630474069023,0.9645310653067064
length_140_9_29,0.814545726918138,0.9624206611375872
length_140_5_57,0.8557754168766758,0.9545701167475644
length_140_4_1,0.8467463874616973,0.9537607825476438
length_140_1_97,0.9892374312129814,0.9449340334104476
length_140_8_72,1.0039636993670562,0.9413592102110484
length_140_7_6,2.774682590173424,0.8439283701333947
length_140_0_57,2.235591867876879,0.820096338564592
length_145_2_27,0.5110473805943871,0.9843809111771636
length_145_4_21,0.8611530563044327,0.9562353190986604
length_145_8_69,0.9017731639869584,0.9505461897469256
length_145_3_77,0.9266762471790128,0.9450244032737702
length_145_9_75,1.1578648089722574,0.9257666759633232
length_145_1_76,1.207079752578965,0.9185449013709656
length_145_7_95,1.239799395729306,0.91543007474913
length_145_0_27,1.5363442673321606,0.9119081265321513
length_145_6_15,1.5162169616371943,0.8865541600405983
length_145_5_48,1.6738207220770542,0.8713019610405737
length_150_0_34,0.5045650292407701,0.9849999467754458
length_150_3_91,0.5837853638257802,0.9810260850962916
length_150_8_95,0.6003240400845654,0.9785837399514238
length_150_2_13,0.6207724979759803,0.9758189164998772
length_150_1_94,0.6434067650220542,0.9733163461521966
length_150_4_13,0.7778917404583732,0.9628129740566016
length_150_5_30,0.8282120773067306,0.9598025743313978
length_150_9_91,1.0365060506342567,0.9363922545890055
length_150_7_27,1.2416909080844538,0.9296095485355832
length_150_6_79,1.6890470836666585,0.8727418186036693
length_155_2_29,0.6255241792036528,0.9751062090496916
length_155_4_69,0.658646984489403,0.9742522651796198
length_155_6_13,0.7068262672049536,0.9714617160655364
length_155_9_2,0.7673365001677843,0.966900736353948
length_155_5_65,0.7869000225100002,0.9626255794937536
length_155_1_19,0.8446963459732573,0.9611926881737136
length_155_7_30,0.9977001591999448,0.9416542814115276
length_155_8_13,1.189405869836478,0.924774660943842
length_155_3_98,1.2544128702347317,0.9218401403353716
length_155_0_98,1.3135836388313475,0.9097280049997424
length_160_2_37,0.5615741700433011,0.9821685389334668
length_160_8_51,0.5855761279020836,0.981207364183594
length_160_6_2,0.6657682200676394,0.9768229658235588
length_160_0_39,0.8443662828322243,0.96038667460233
length_160_3_56,0.8862596730501426,0.9567549785599204
length_160_5_36,1.0036451992731672,0.9418992284538305
length_160_9_95,1.0667262160061337,0.9396725783725982
length_160_4_6,1.1758531364638911,0.9290540396858076
length_160_7_77,2.1065203835182933,0.8483923215008412
length_160_1_1,7.20657291671929,0.6685046989010812
length_165_1_15,0.6313907286440534,0.97829639836569
length_165_9_69,0.7263831536881501,0.9700494916396216
length_165_8_57,0.9606264804934724,0.9536938812704284
length_165_3_21,0.9677904507108636,0.9520644722669226
length_165_4_3,1.0593791599066007,0.9444659372457872
length_165_5_79,1.1482663968693394,0.9405267394324028
length_165_2_51,1.7836674621367936,0.9229827787500776
length_165_7_47,1.2965985543599865,0.9204812553362058
length_165_0_61,1.3275676442804238,0.9178411709730602
length_165_6_3,1.677730260072087,0.8857344032218583
length_170_9_60,0.496377101058666,0.9881063305990988
length_170_1_62,0.5821291635090312,0.9819206915775855
length_170_5_38,0.5762520698629885,0.9816533144546084
length_170_7_4,0.6045128001224483,0.9803253847050992
length_170_3_85,0.5828097040566774,0.9802313189639104
length_170_8_87,0.6925132982108168,0.9707276368592308
length_170_0_6,0.7507985961498563,0.9703849282695636
length_170_2_45,0.7691808095114138,0.9662363439086116
length_170_6_95,0.9607040802998922,0.9465901502048206
length_170_4_44,2.051883277023756,0.8566272601234001
length_175_8_79,0.7509899949615055,0.97159589097729
length_175_2_21,0.7280703320531436,0.97152001717298
length_175_0_23,0.7663700336023906,0.970119596780072
length_175_3_74,0.7979451031916713,0.9677063164451584
length_175_9_57,0.8249169749620892,0.9642156779678234
length_175_6_14,0.8568636403528183,0.9586636245092676
length_175_4_48,0.9493116521791396,0.95509974803814
length_175_1_38,0.9178330320485892,0.9545547807263856
length_175_7_45,1.962728385327372,0.8755549182365943
length_175_5_77,2.6003644661822363,0.7990140690038152
length_180_8_51,0.7213810071290887,0.9727037354873
length_180_2_94,0.8366857781278096,0.9628952969318908
length_180_4_52,0.8563294514675096,0.9623167843942624
length_180_9_47,0.91318353677733,0.9609370279412464
length_180_1_97,0.8638634283841886,0.9590745203541198
length_180_0_94,0.9364051931486738,0.955857055380426
length_180_7_8,0.9581786912801792,0.953475532786916
length_180_3_55,1.0226498064001706,0.9464571868166984
length_180_5_7,1.1538988212146182,0.9383924036813246
length_180_6_47,5.152031732981071,0.6568673297747855
length_185_1_33,0.7231432649674173,0.9762578204460038
length_185_9_38,0.6822772046210518,0.9726762092471278
length_185_4_71,0.916032774675568,0.9614729509743032
length_185_5_64,0.9237320660585948,0.9590519940147518
length_185_6_2,0.9202205584870198,0.9580976387297512
length_185_0_48,1.3405181625347582,0.9149787993866292
length_185_7_54,1.542457228575779,0.902547621058699
length_185_3_8,2.217155675353785,0.866471002836937
length_185_2_28,4.053270084305431,0.8203979382719705
length_185_8_15,2.563407659819268,0.8035992085980269
length_190_7_42,0.5084317134768889,0.9880932675779704
length_190_0_80,0.7512145136810376,0.9728699710282254
length_190_4_71,0.8075761618568927,0.9686353056369276
length_190_9_2,0.8078477563070766,0.9669773853799396
length_190_6_76,0.8646457680452074,0.966846833702435
length_190_1_24,0.8712929298742572,0.9640616035977214
length_190_3_63,1.0325560735192094,0.9506212357853115
length_190_5_67,1.1774446640849356,0.9363297729679484
length_190_2_79,1.4250240154434963,0.9193359041245902
length_190_8_56,3.4488431686354115,0.7630026591687928
length_195_4_13,0.571594055436395,0.9855103095310732
length_195_2_80,0.9214072294079309,0.957295444469974
length_195_3_42,1.017833073221832,0.953914829664109
length_195_7_7,1.2012196418875811,0.9342185416196744
length_195_0_96,1.380266720604519,0.9254435772035704
length_195_8_23,1.462919162822209,0.9200250300246592
length_195_9_11,2.576207816776569,0.8341988168990688
length_195_5_24,5.050050363191854,0.7754646285722714
length_195_6_9,6.206238942085896,0.5956967961549995
length_195_1_63,10.408317891680158,0.5065097737970801
length_200_8_6,0.689173284070429,0.9796938105503032
length_200_1_28,0.7069510610934929,0.9778798522133182
length_200_3_86,0.8414406701417062,0.968651555385737
length_200_2_45,0.9290232967323936,0.9604293679734308
length_200_5_29,0.9924964403006288,0.9583485773252431
length_200_9_71,1.107904877846413,0.9516364244304653
length_200_4_47,1.2855507039029426,0.9293699093370176
length_200_0_15,1.5456152974110269,0.9027444408210996
length_200_6_67,1.886103340901636,0.8850580575674434
length_200_7_23,2.795494211568066,0.8388393533238709
